,year,mileage,engineSize,Automatic,Manual,OtherTransmission,Semi-Auto,Diesel,Hybrid,OtherFuel,Petrol,price
506,2016,20005,2.1,1,0,0,0,1,0,0,0,17950
507,2017,25820,2.0,0,1,0,0,0,0,0,1,15267
508,2016,16975,2.0,1,0,0,0,0,1,0,0,18247
509,2016,21553,1.6,0,1,0,0,1,0,0,0,15067
510,2015,43097,2.0,1,0,0,0,0,0,0,1,13917
511,2015,26400,2.0,1,0,0,0,0,0,0,1,15990
512,2016,17593,2.1,1,0,0,0,1,0,0,0,18833
513,2019,8501,2.0,1,0,0,0,1,0,0,0,28980
514,2020,4501,1.6,0,0,0,1,1,0,0,0,28220
515,2017,18495,2.1,1,0,0,0,1,0,0,0,23572
516,2017,52207,2.0,0,1,0,0,0,0,0,1,14702
517,2019,13742,2.0,0,0,0,1,1,0,0,0,20495
518,2016,30000,2.1,0,0,0,1,0,1,0,0,18495
519,2017,31070,2.0,0,1,0,0,0,0,0,1,15495
520,2017,22191,3.0,1,0,0,0,0,0,0,1,30995
521,2017,20875,2.1,1,0,0,0,1,0,0,0,25995
522,2019,15280,1.5,0,0,0,1,0,0,0,1,23995
523,2019,631,2.1,0,0,0,1,1,0,0,0,25495
524,2019,3918,2.0,0,0,0,1,1,0,0,0,26495
525,2016,33000,2.1,0,0,0,1,1,0,0,0,17995
526,2017,7693,2.0,0,1,0,0,0,0,0,1,20981
527,2019,6780,3.0,1,0,0,0,0,0,0,1,33530
528,2017,20150,2.0,0,0,0,1,0,0,0,1,22532
529,2019,10415,2.0,1,0,0,0,1,0,0,0,27036
530,2019,7831,2.0,1,0,0,0,0,0,0,1,30236
531,2018,8702,2.0,0,0,0,1,0,0,0,1,25298
532,2017,6067,2.1,1,0,0,0,1,0,0,0,25498
533,2016,15804,2.0,0,0,0,1,0,1,0,0,21698
534,2015,19830,2.0,0,0,0,1,0,0,0,1,15790
535,2017,10439,3.0,0,0,0,1,0,0,0,1,33000
536,2016,13795,1.6,0,0,0,1,1,0,0,0,16998
537,2017,27526,2.1,0,0,0,1,1,0,0,0,20612
538,2016,16206,2.1,0,0,0,1,1,0,0,0,18211
539,2019,5654,4.0,1,0,0,0,0,0,0,1,49780
540,2016,22456,3.0,0,0,0,1,0,0,0,1,26495
541,2017,22486,2.1,0,0,0,1,1,0,0,0,20680
542,2017,30612,2.1,1,0,0,0,1,0,0,0,16299
543,2019,10134,2.0,0,0,0,1,1,0,0,0,27998
544,2017,44118,2.0,0,0,0,1,0,1,0,0,18240
545,2017,11163,2.0,0,0,0,1,0,0,0,1,22792
546,2019,7286,1.5,0,0,0,1,0,0,0,1,24000
547,2019,3402,1.5,0,0,0,1,0,0,0,1,30980
548,2017,20185,2.0,0,0,0,1,0,0,0,1,18231
549,2014,60000,2.1,0,0,0,1,1,0,0,0,14601
550,2019,9985,2.0,1,0,0,0,1,0,0,0,28887
551,2018,10137,2.1,1,0,0,0,1,0,0,0,23247
552,2017,14161,2.1,1,0,0,0,1,0,0,0,22720
553,2017,20846,2.0,0,0,0,1,0,0,0,1,18115
554,2019,5866,1.6,0,0,0,1,1,0,0,0,28429
555,2020,16,2.0,0,0,0,1,1,0,0,0,32480
556,2019,3805,3.0,0,0,0,1,0,0,0,1,41500
557,2016,20169,2.1,0,0,0,1,1,0,0,0,20480
558,2016,22156,2.1,0,0,0,1,1,0,0,0,21000
559,2019,3830,3.0,0,0,0,1,0,0,0,1,45980
560,2019,4908,1.5,0,0,0,1,0,0,0,1,20980
561,2016,25000,2.1,0,0,0,1,1,0,0,0,19750
562,2020,5000,1.5,0,0,0,1,0,0,0,1,39995
563,2020,5000,1.5,0,0,0,1,0,0,0,1,37995
564,2020,250,4.0,0,0,0,1,0,0,0,1,69995
565,2020,5000,1.6,0,0,0,1,1,0,0,0,31995
566,2019,12357,3.0,0,0,0,1,0,0,0,1,38995
567,2019,1400,4.0,0,0,0,1,0,0,0,1,59995
568,2017,27832,1.6,0,1,0,0,1,0,0,0,15280
569,2017,24057,4.0,0,0,0,1,0,0,0,1,35420
570,2017,38609,2.1,0,0,0,1,1,0,0,0,17980
571,2016,60677,2.1,0,0,0,1,1,0,0,0,16890
572,2020,2151,2.0,0,0,0,1,0,0,0,1,36990
573,2016,28612,2.1,1,0,0,0,1,0,0,0,14750
574,2016,21430,2.0,0,0,0,1,0,0,0,1,20365
575,2016,16703,2.1,1,0,0,0,1,0,0,0,21505
576,2018,16052,2.0,0,0,0,1,0,0,0,1,24791
577,2015,23985,2.1,0,0,0,1,1,0,0,0,16581
578,2019,6621,2.0,1,0,0,0,1,0,0,0,27810
579,2018,7140,2.0,1,0,0,0,1,0,0,0,28750
580,2017,4910,2.0,1,0,0,0,0,0,0,1,26790
581,2016,10581,1.6,0,0,0,1,1,0,0,0,17981
582,2019,1646,2.0,1,0,0,0,0,0,0,1,29890
583,2019,15000,1.6,1,0,0,0,1,0,0,0,24980
584,2015,12469,2.1,0,0,0,1,1,0,0,0,19990
585,2019,13624,1.5,0,0,0,1,0,0,0,1,25980
586,2019,2072,2.0,0,0,0,1,0,0,0,1,24980
587,2016,19805,2.1,1,0,0,0,1,0,0,0,20995
588,2017,21994,2.1,1,0,0,0,1,0,0,0,21630
589,2014,39547,2.1,0,0,0,1,1,0,0,0,12262
590,2020,3000,2.0,0,0,0,1,1,0,0,0,29880
591,2016,9600,2.0,0,0,0,1,0,0,0,1,22790
592,2016,24247,2.1,0,0,0,1,1,0,0,0,16657
593,2019,10100,2.0,1,0,0,0,1,0,0,0,27480
594,2019,12794,2.0,0,0,0,1,1,0,0,0,20980
595,2016,36946,2.1,0,0,0,1,1,0,0,0,18280
596,2019,11487,2.0,0,0,0,1,1,0,0,0,26480
597,2018,16424,2.1,0,0,0,1,1,0,0,0,21000
598,2019,9731,2.0,0,0,0,1,1,0,0,0,27980
599,2019,13435,2.0,0,0,0,1,1,0,0,0,28480
600,2018,10859,2.1,0,0,0,1,1,0,0,0,24480
601,2019,4444,1.5,0,0,0,1,0,0,0,1,24980
602,2015,8726,2.1,1,0,0,0,1,0,0,0,17790
603,2015,68647,2.1,0,0,0,1,1,0,0,0,14690
604,2018,7615,2.1,0,0,0,1,1,0,0,0,22991
605,2017,40993,2.1,0,0,0,1,1,0,0,0,20150
606,2019,2300,2.0,1,0,0,0,1,0,0,0,28290
607,2017,24991,2.1,0,0,0,1,1,0,0,0,20091
608,2016,63507,2.1,0,0,0,1,0,1,0,0,17498
609,2015,92589,2.1,0,1,0,0,1,0,0,0,10998
610,2016,41279,2.1,0,0,0,1,1,0,0,0,15798
611,2017,25656,1.6,0,0,0,1,1,0,0,0,16495
612,2019,7969,3.0,1,0,0,0,0,0,0,1,41070
613,2016,19682,2.1,0,0,0,1,1,0,0,0,17822
614,2019,3318,2.0,1,0,0,0,0,1,0,0,43990
615,2019,6249,3.0,1,0,0,0,0,0,0,1,38610
616,2019,3196,1.6,1,0,0,0,1,0,0,0,34990
617,2017,35214,2.1,0,0,0,1,1,0,0,0,20022
618,2017,14364,2.0,1,0,0,0,0,0,0,1,17313
619,2017,8884,2.1,1,0,0,0,1,0,0,0,24352
620,2017,26508,2.0,0,0,0,1,0,0,0,1,18372
621,2015,25230,2.1,0,0,0,1,1,0,0,0,16592
622,2019,15179,1.5,1,0,0,0,0,0,0,1,22156
623,2017,27107,2.1,0,0,0,1,1,0,0,0,17282
624,2019,9785,2.0,0,0,0,1,1,0,0,0,31716
625,2017,21750,2.1,0,0,0,1,1,0,0,0,22852
626,2015,36120,2.1,0,0,0,1,1,0,0,0,15212
627,2016,25803,2.1,0,0,0,1,1,0,0,0,20092
628,2017,18495,2.1,1,0,0,0,1,0,0,0,23572
629,2019,6765,2.0,1,0,0,0,1,0,0,0,28896
630,2019,5465,2.0,1,0,0,0,0,0,0,1,30516
631,2019,9150,2.0,1,0,0,0,1,0,0,0,23206
632,2019,6522,2.0,1,0,0,0,0,0,0,1,27826
633,2016,15129,2.0,1,0,0,0,0,0,0,1,25532
634,2018,11451,2.1,0,0,0,1,1,0,0,0,25812
635,2018,10339,2.1,0,0,0,1,1,0,0,0,22480
636,2015,79881,2.1,0,1,0,0,1,0,0,0,10397
637,2017,21524,3.0,1,0,0,0,0,0,0,1,33202
638,2018,8984,1.5,0,0,0,1,0,0,0,1,27622
639,2015,44121,2.1,0,1,0,0,1,0,0,0,12672
640,2015,17426,2.0,0,1,0,0,0,0,0,1,13898
641,2017,42100,2.0,0,0,0,1,0,1,0,0,18498
642,2019,12999,2.0,0,0,0,1,1,0,0,0,24998
643,2016,39924,1.6,1,0,0,0,1,0,0,0,16009
644,2017,21300,2.0,0,1,0,0,0,0,0,1,13980
645,2017,45034,2.1,0,1,0,0,1,0,0,0,14980
646,2017,42437,2.0,0,0,0,1,0,1,0,0,18830
647,2017,30796,2.0,0,0,0,1,0,1,0,0,19250
648,2014,56219,2.1,0,0,0,1,1,0,0,0,13251
649,2015,88218,2.1,1,0,0,0,0,1,0,0,13390
650,2017,33538,2.0,0,0,0,1,0,0,0,1,17230
651,2019,15160,1.5,0,0,0,1,0,0,0,1,28480
652,2019,10844,2.0,0,0,0,1,0,0,0,1,29480
653,2019,3864,3.0,0,0,0,1,0,0,0,1,42000
654,2019,7721,3.0,1,0,0,0,0,0,0,1,50981
655,2015,22958,1.6,0,0,0,1,1,0,0,0,17712
656,2019,4651,3.0,0,0,0,1,0,0,0,1,39290
657,2017,13258,2.0,1,0,0,0,0,0,0,1,27462
658,2020,4065,2.0,0,0,0,1,1,0,0,0,39981
659,2017,28174,4.0,0,0,0,1,0,0,0,1,34981
660,2018,45734,2.1,0,0,0,1,1,0,0,0,19902
661,2019,4511,2.0,0,0,0,1,1,0,0,0,31040
662,2019,14061,1.5,0,0,0,1,0,0,0,1,20482
663,2019,10096,1.5,0,0,0,1,0,0,0,1,26056
664,2015,83047,1.6,0,1,0,0,1,0,0,0,10610
665,2017,40623,1.6,0,0,0,1,1,0,0,0,14965
666,2016,26900,2.1,0,0,0,1,1,0,0,0,19490
667,2016,59023,1.6,1,0,0,0,1,0,0,0,14700
668,2016,52684,1.6,0,1,0,0,1,0,0,0,13200
669,2014,78845,2.1,0,0,0,1,1,0,0,0,13100
670,2013,42477,1.6,0,0,0,1,0,0,0,1,10404
671,2017,15754,2.1,0,0,0,1,1,0,0,0,24998
672,2019,9179,2.0,0,0,0,1,1,0,0,0,23991
673,2017,55381,2.1,0,0,0,1,1,0,0,0,23981
674,2016,35000,1.6,0,0,0,1,1,0,0,0,14981
675,2014,49552,2.1,0,0,0,1,1,0,0,0,15981
676,2018,17933,2.1,0,0,0,1,1,0,0,0,25302
677,2017,22056,3.0,0,0,0,1,0,0,0,1,34981
678,2017,43678,2.1,0,0,0,1,1,0,0,0,16481
679,2019,6234,4.0,1,0,0,0,0,0,0,1,59830
680,2016,29607,1.6,0,0,0,1,1,0,0,0,17902
681,2019,7325,2.0,1,0,0,0,0,0,0,1,29592
682,2017,19858,1.6,1,0,0,0,1,0,0,0,18970
683,2016,7576,2.1,0,0,0,1,1,0,0,0,21870
684,2015,18025,2.1,0,0,0,1,1,0,0,0,16260
685,2015,35223,2.1,0,1,0,0,1,0,0,0,15480
686,2019,11589,1.5,0,0,0,1,0,0,0,1,24980
687,2019,6349,1.5,0,0,0,1,0,0,0,1,29000
688,2019,5164,1.5,0,0,0,1,0,0,0,1,23980
689,2019,14284,2.0,0,0,0,1,1,0,0,0,25980
690,2019,15070,2.0,0,0,0,1,1,0,0,0,25980
691,2019,6936,2.0,0,0,0,1,0,0,0,1,29500
692,2017,33105,2.1,0,0,0,1,1,0,0,0,18480
693,2018,12173,2.0,0,0,0,1,1,0,0,0,27980
694,2019,4238,1.5,0,0,0,1,0,0,0,1,24980
695,2019,8709,2.0,0,0,0,1,1,0,0,0,29980
696,2016,28632,2.1,0,0,0,1,1,0,0,0,19000
697,2020,16388,2.0,0,0,0,1,1,0,0,0,28490
698,2017,45624,2.1,0,0,0,1,1,0,0,0,16791
699,2016,34794,2.1,1,0,0,0,1,0,0,0,17148
700,2016,33532,2.1,0,0,0,1,1,0,0,0,17491
701,2019,8900,2.0,1,0,0,0,1,0,0,0,28480
702,2019,5904,2.0,1,0,0,0,1,0,0,0,28990
703,2019,20016,3.0,0,0,0,1,0,0,0,1,35740
704,2019,555,2.0,1,0,0,0,1,0,0,0,28351
705,2018,8928,1.5,1,0,0,0,0,0,0,1,28652
706,2017,20249,2.1,0,0,0,1,1,0,0,0,21991
707,2017,26000,4.0,1,0,0,0,0,0,0,1,49991
708,2020,4000,2.0,0,0,0,1,1,0,0,0,33111
709,2019,14413,2.0,1,0,0,0,1,0,0,0,34070
710,2018,8890,2.0,1,0,0,0,1,0,0,0,23022
711,2019,8011,3.0,1,0,0,0,0,0,0,1,53991
712,2017,20742,2.1,1,0,0,0,0,1,0,0,20836
713,2019,3995,1.6,1,0,0,0,1,0,0,0,26530
714,2019,6516,1.6,1,0,0,0,1,0,0,0,25830
715,2016,43650,2.1,0,1,0,0,1,0,0,0,18340
716,2017,34611,2.1,0,0,0,1,1,0,0,0,20340
717,2017,38515,2.1,0,0,0,1,1,0,0,0,19980
718,2019,4001,2.0,1,0,0,0,1,0,0,0,26550
719,2018,7011,1.6,0,0,0,1,1,0,0,0,21430
720,2018,20496,2.1,0,0,0,1,1,0,0,0,24810
721,2020,1501,1.6,0,0,0,1,1,0,0,0,28590
722,2015,37020,1.6,0,0,0,1,1,0,0,0,13500
723,2015,17222,2.0,1,0,0,0,0,0,0,1,17000
724,2014,20281,2.1,1,0,0,0,1,0,0,0,16964
725,2018,20039,2.1,1,0,0,0,1,0,0,0,22680
726,2017,40400,2.0,0,0,0,1,0,1,0,0,18995
727,2017,24844,1.6,0,0,0,1,1,0,0,0,16995
728,2017,32783,2.0,0,1,0,0,0,0,0,1,13610
729,2016,19019,1.6,0,1,0,0,1,0,0,0,16000
730,2020,9,2.0,0,0,0,1,1,0,0,0,31480
731,2017,19566,2.1,0,0,0,1,1,0,0,0,21000
732,2019,3986,2.0,0,0,0,1,1,0,0,0,31980
733,2019,3144,2.0,0,0,0,1,1,0,0,0,31000
734,2017,11906,2.1,0,0,0,1,1,0,0,0,17480
735,2019,16,1.5,0,0,0,1,0,0,0,1,31980
736,2019,4887,3.0,0,0,0,1,0,0,0,1,44980
737,2019,3229,2.0,0,0,0,1,1,0,0,0,31480
738,2019,6646,2.0,0,0,0,1,1,0,0,0,30480
739,2019,3566,2.0,0,0,0,1,1,0,0,0,35980
740,2019,16,1.6,0,0,0,1,1,0,0,0,29980
741,2020,16,2.0,0,0,0,1,1,0,0,0,32980
742,2019,3999,3.0,0,0,0,1,0,0,0,1,38500
743,2017,31822,2.0,0,0,0,1,0,1,0,0,19480
744,2019,9625,4.0,1,0,0,0,0,0,0,1,66990
745,2017,30525,2.0,1,0,0,0,0,0,0,1,25172
746,2019,3074,1.5,1,0,0,0,0,0,0,1,28466
747,2019,5524,1.5,1,0,0,0,0,0,0,1,30572
748,2019,7859,2.0,1,0,0,0,0,0,0,1,29782
749,2019,6655,2.0,1,0,0,0,0,0,0,1,27066
750,2019,14163,2.0,1,0,0,0,1,0,0,0,20676
751,2019,15253,2.0,0,0,0,1,1,0,0,0,24306
752,2015,27852,2.1,0,0,0,1,1,0,0,0,17682
753,2018,7809,2.0,0,0,0,1,1,0,0,0,29532
754,2017,12283,2.1,0,0,0,1,1,0,0,0,20480
755,2019,3695,2.0,0,0,0,1,1,0,0,0,28980
756,2019,14269,1.5,0,0,0,1,0,0,0,1,19980
757,2017,32259,2.1,0,0,0,1,1,0,0,0,17980
758,2019,4665,2.0,0,0,0,1,0,0,0,1,28480
759,2017,14843,2.1,1,0,0,0,1,0,0,0,24880
760,2020,9,2.0,0,0,0,1,1,0,0,0,35980
761,2020,16,2.0,0,0,0,1,1,0,0,0,32480
762,2020,16,1.6,0,1,0,0,0,0,0,1,22980
763,2020,16,2.0,0,0,0,1,1,0,0,0,31980
764,2020,16,2.0,0,0,0,1,1,0,0,0,31980
765,2019,16,2.0,0,0,0,1,1,0,0,0,31480
766,2019,16,1.5,0,0,0,1,0,0,0,1,29980
767,2019,9,2.0,0,0,0,1,1,0,0,0,35980
768,2019,9,2.0,0,0,0,1,1,0,0,0,31980
769,2019,5428,2.0,0,0,0,1,1,0,0,0,29980
770,2020,16,2.0,0,0,0,1,1,0,0,0,33980
771,2020,9,1.5,0,0,0,1,0,0,0,1,29980
772,2017,16624,2.1,0,0,0,1,1,0,0,0,19980
773,2019,9,2.0,0,0,0,1,1,0,0,0,33980
774,2019,9,2.0,0,0,0,1,1,0,0,0,31980
775,2019,5866,1.5,0,0,0,1,0,0,0,1,27500
776,2019,9180,2.0,0,0,0,1,1,0,0,0,26000
777,2019,16,2.0,0,0,0,1,1,0,0,0,31980
778,2019,4288,1.6,0,0,0,1,1,0,0,0,30980
779,2019,1844,2.0,0,0,0,1,1,0,0,0,35980
780,2019,16,1.5,0,0,0,1,0,0,0,1,32980
781,2019,9,2.0,1,0,0,0,1,0,0,0,36980
782,2019,14694,1.5,0,0,0,1,0,0,0,1,20980
783,2019,13137,1.5,0,0,0,1,0,0,0,1,20980
784,2017,34692,2.1,0,1,0,0,1,0,0,0,15980
785,2018,13199,2.0,0,0,0,1,1,0,0,0,27980
786,2019,4616,2.0,0,0,0,1,1,0,0,0,29980
787,2019,9227,2.0,0,0,0,1,1,0,0,0,29980
788,2017,42294,2.1,0,0,0,1,1,0,0,0,17280
789,2019,14742,2.0,0,0,0,1,1,0,0,0,27980
790,2018,9830,1.5,0,0,0,1,0,0,0,1,25480
791,2019,10368,2.0,0,0,0,1,1,0,0,0,27000
792,2019,11412,2.0,0,0,0,1,1,0,0,0,20980
793,2019,15057,2.1,0,0,0,1,1,0,0,0,19980
794,2018,8228,2.0,0,0,0,1,1,0,0,0,29480
795,2017,11018,4.0,0,0,0,1,0,0,0,1,45480
796,2019,6784,1.5,0,0,0,1,0,0,0,1,24980
797,2019,5453,1.5,0,0,0,1,0,0,0,1,24980
798,2019,3341,1.5,0,0,0,1,0,0,0,1,26500
799,2019,5207,1.5,0,0,0,1,0,0,0,1,24000
800,2019,10939,1.5,0,0,0,1,0,0,0,1,29500
801,2019,7255,2.0,0,0,0,1,1,0,0,0,32980
802,2017,15902,2.1,1,0,0,0,1,0,0,0,23980
803,2019,16543,2.0,0,0,0,1,0,0,0,1,28980
804,2019,13891,1.5,0,0,0,1,0,0,0,1,19980
805,2019,14307,1.5,0,0,0,1,0,0,0,1,19980
806,2019,9782,2.0,0,0,0,1,1,0,0,0,29980
807,2019,6584,1.5,0,0,0,1,0,0,0,1,26980
808,2019,13314,2.0,0,0,0,1,1,0,0,0,24480
809,2019,11412,1.5,0,0,0,1,0,0,0,1,25980
810,2019,5046,1.5,0,0,0,1,0,0,0,1,26000
811,2019,14663,1.5,0,0,0,1,0,0,0,1,23780
812,2019,13169,1.5,0,0,0,1,0,0,0,1,25000
813,2019,3254,2.0,0,0,0,1,1,0,0,0,30980
814,2019,6073,2.0,0,0,0,1,1,0,0,0,29980
815,2019,9454,2.0,0,0,0,1,1,0,0,0,29980
816,2020,3999,4.0,0,0,0,1,0,0,0,1,65980
817,2019,10696,1.5,0,0,0,1,0,0,0,1,28980
818,2019,3456,4.0,0,0,0,1,0,0,0,1,67980
819,2019,9,1.5,0,0,0,1,0,0,0,1,31980
820,2019,16,2.0,0,0,0,1,1,0,0,0,30980
821,2020,3999,2.0,0,0,0,1,1,0,0,0,30980
822,2019,11064,2.0,0,0,0,1,1,0,0,0,29480
823,2015,41349,2.1,0,0,0,1,1,0,0,0,16480
824,2019,8999,1.5,0,0,0,1,0,0,0,1,25980
825,2014,33896,2.1,0,0,0,1,1,0,0,0,15894
826,2015,37200,2.1,1,0,0,0,1,0,0,0,15495
827,2019,26075,1.5,0,0,0,1,0,0,0,1,28780
828,2016,25996,2.1,0,0,0,1,1,0,0,0,18480
829,2019,13214,1.5,0,0,0,1,0,0,0,1,25980
830,2019,7721,1.5,0,0,0,1,0,0,0,1,26980
831,2019,13012,1.5,0,0,0,1,0,0,0,1,25980
832,2018,8024,2.1,0,0,0,1,1,0,0,0,21980
833,2019,7524,2.0,0,0,0,1,1,0,0,0,31480
834,2018,7470,2.0,0,0,0,1,1,0,0,0,22680
835,2020,16,2.0,0,0,0,1,1,0,0,0,33980
836,2019,4504,3.0,0,0,0,1,0,0,0,1,45980
837,2019,2010,3.0,0,0,0,1,0,0,0,1,45980
838,2019,15933,1.5,0,0,0,1,0,0,0,1,20980
839,2019,13539,2.0,0,0,0,1,1,0,0,0,24780
840,2019,10340,2.0,0,0,0,1,1,0,0,0,26780
841,2019,14620,1.5,0,0,0,1,0,0,0,1,20480
842,2019,12016,1.5,0,0,0,1,0,0,0,1,25480
843,2015,43927,2.1,0,1,0,0,1,0,0,0,14000
844,2019,12285,1.5,0,0,0,1,0,0,0,1,25980
845,2019,14208,1.5,0,0,0,1,0,0,0,1,20980
846,2019,2617,3.0,0,0,0,1,0,0,0,1,45980
847,2020,3999,3.0,0,0,0,1,0,0,0,1,38980
848,2019,8072,2.0,0,0,0,1,1,0,0,0,26980
849,2019,6459,1.5,0,0,0,1,0,0,0,1,20480
850,2019,7460,2.0,0,0,0,1,1,0,0,0,27980
851,2019,7494,2.0,0,0,0,1,1,0,0,0,29480
852,2019,3999,1.6,0,0,0,1,1,0,0,0,29480
853,2019,3689,1.6,0,0,0,1,1,0,0,0,27000
854,2020,9,2.0,0,0,0,1,1,0,0,0,32980
855,2019,16,2.0,0,0,0,1,1,0,0,0,36980
856,2019,16,2.0,0,0,0,1,1,0,0,0,36980
857,2016,31246,2.1,0,0,0,1,1,0,0,0,20780
858,2019,4957,2.0,0,0,0,1,1,0,0,0,30980
859,2016,14996,2.1,0,0,0,1,1,0,0,0,18480
860,2016,36069,2.1,0,1,0,0,1,0,0,0,15480
861,2017,19500,2.1,1,0,0,0,1,0,0,0,24995
862,2017,14120,2.1,0,0,0,1,1,0,0,0,23995
863,2017,12028,2.1,1,0,0,0,1,0,0,0,22495
864,2016,17410,2.1,0,0,0,1,1,0,0,0,20500
865,2015,30380,2.1,0,0,0,1,1,0,0,0,14440
866,2019,11395,1.5,0,0,0,1,0,0,0,1,25980
867,2019,5937,1.5,0,0,0,1,0,0,0,1,29000
868,2019,11253,2.0,0,0,0,1,1,0,0,0,28480
869,2018,10514,1.5,0,0,0,1,0,0,0,1,22500
870,2018,12234,2.0,0,0,0,1,1,0,0,0,27500
871,2019,13645,2.0,0,0,0,1,1,0,0,0,20980
872,2019,6539,1.5,0,0,0,1,0,0,0,1,24980
873,2019,6206,1.5,0,0,0,1,0,0,0,1,25980
874,2019,2584,2.0,0,0,0,1,0,0,0,1,28480
875,2016,6043,1.6,0,0,0,1,1,0,0,0,17998
876,2016,13115,2.0,0,0,0,1,0,1,0,0,19698
877,2016,26372,2.0,1,0,0,0,0,1,0,0,18998
878,2017,23771,2.1,0,0,0,1,1,0,0,0,18998
879,2016,83786,1.6,0,1,0,0,1,0,0,0,10998
880,2017,48404,2.0,0,0,0,1,0,1,0,0,18498
881,2016,86965,2.0,0,0,0,1,0,1,0,0,13698
882,2017,59038,2.1,0,1,0,0,1,0,0,0,14698
883,2016,32174,2.1,0,1,0,0,1,0,0,0,13498
884,2019,4363,1.5,0,0,0,1,0,0,0,1,24980
885,2019,9109,2.0,0,0,0,1,1,0,0,0,29980
886,2020,16,2.0,0,0,0,1,1,0,0,0,30480
887,2020,16,2.0,0,0,0,1,1,0,0,0,30480
888,2019,249,2.0,0,0,0,1,1,0,0,0,30480
889,2019,13,2.0,0,0,0,1,1,0,0,0,31000
890,2014,61616,2.1,0,0,0,1,1,0,0,0,11133
891,2017,37730,2.1,0,0,0,1,1,0,0,0,18990
892,2017,19750,2.1,0,0,0,1,1,0,0,0,20995
893,2017,24347,4.0,0,0,0,1,0,0,0,1,46995
894,2019,4500,2.0,0,0,0,1,1,0,0,0,32995
895,2017,17442,2.1,0,0,0,1,1,0,0,0,21495
896,2015,33425,2.1,0,0,0,1,1,0,0,0,17495
897,2019,700,4.0,0,0,0,1,0,0,0,1,67495
898,2017,40202,2.1,0,0,0,1,1,0,0,0,17850
899,2016,35620,2.0,1,0,0,0,0,0,0,1,19170
900,2013,43442,6.2,0,0,0,1,0,0,0,1,23000
901,2015,44458,2.1,0,0,0,1,1,0,0,0,14850
902,2019,14006,1.5,0,0,0,1,0,0,0,1,18998
903,2017,46889,2.0,0,0,0,1,0,1,0,0,19498
904,2016,21443,1.6,0,1,0,0,1,0,0,0,14057
905,2017,4495,2.0,1,0,0,0,0,0,0,1,27995
906,2017,14776,2.0,1,0,0,0,0,0,0,1,24750
907,2015,79950,2.1,1,0,0,0,0,1,0,0,13260
908,2018,19650,2.0,0,0,0,1,0,0,0,1,20990
909,2018,30460,2.1,1,0,0,0,1,0,0,0,18450
910,2015,20720,2.1,1,0,0,0,1,0,0,0,17250
911,2015,14750,2.1,1,0,0,0,1,0,0,0,18610
912,2016,25250,2.0,0,0,0,1,0,1,0,0,18790
913,2017,27420,1.6,0,0,0,1,1,0,0,0,17300
914,2015,29817,2.1,0,0,0,1,1,0,0,0,18498
915,2015,59925,2.0,0,0,0,1,0,1,0,0,15298
916,2016,27036,2.0,1,0,0,0,0,1,0,0,17400
917,2015,39195,2.1,0,0,0,1,0,1,0,0,15999
918,2019,5196,2.0,0,0,0,1,1,0,0,0,28995
919,2020,4999,3.0,0,0,0,1,0,0,0,1,41999
920,2019,499,1.5,1,0,0,0,0,0,0,1,36999
921,2019,4999,1.6,1,0,0,0,0,0,0,1,30500
922,2018,13800,2.1,0,0,0,1,1,0,0,0,21160
923,2019,4680,1.5,0,0,0,1,0,0,0,1,26789
924,2014,10,2.1,1,0,0,0,1,0,0,0,20495
925,2016,33977,3.0,0,0,0,1,0,0,0,1,29995
926,2017,30807,2.1,0,0,0,1,1,0,0,0,16495
927,2017,30256,2.1,0,0,0,1,1,0,0,0,16995
928,2019,9293,3.0,0,0,0,1,0,0,0,1,39995
929,2020,250,2.0,0,0,0,1,0,0,0,1,44995
930,2017,33867,2.1,1,0,0,0,1,0,0,0,23995
931,2015,18766,2.0,0,1,0,0,0,0,0,1,12999
932,2014,43793,2.0,0,0,0,1,0,0,0,1,13390
933,2017,8552,2.0,0,0,0,1,0,0,0,1,18299
934,2014,71892,2.1,0,0,0,1,1,0,0,0,11000
935,2015,27080,2.1,1,0,0,0,1,0,0,0,16617
936,2018,22318,2.1,0,0,0,1,1,0,0,0,22201
937,2016,25448,2.0,1,0,0,0,0,0,0,1,16999
938,2018,17000,2.1,0,0,0,1,1,0,0,0,23299
939,2019,2206,2.0,1,0,0,0,1,0,0,0,31499
940,2019,4951,2.0,1,0,0,0,1,0,0,0,29950
941,2019,999,1.5,1,0,0,0,0,0,0,1,31799
942,2014,40997,2.1,1,0,0,0,1,0,0,0,15990
943,2018,24863,2.0,1,0,0,0,0,0,0,1,18999
944,2018,14389,2.1,0,0,0,1,1,0,0,0,22595
945,2014,79216,2.1,0,0,0,1,1,0,0,0,10290
946,2015,58724,2.1,0,0,0,1,1,0,0,0,10700
947,2018,8194,2.0,0,0,0,1,1,0,0,0,23890
948,2017,20179,2.1,1,0,0,0,1,0,0,0,18481
949,2013,91046,2.1,0,0,0,1,1,0,0,0,8751
950,2015,42918,2.0,0,1,0,0,0,0,0,1,11500
951,2017,32688,2.0,1,0,0,0,0,0,0,1,23999
952,2019,6155,2.0,0,0,0,1,1,0,0,0,26999
953,2015,42785,2.1,0,1,0,0,1,0,0,0,14999
954,2017,30968,3.0,0,0,0,1,0,0,0,1,33499
955,2017,9453,2.1,0,0,0,1,1,0,0,0,19999
